model_n_dims,DNML_codelength,AIC_naive,BIC_naive,basescore_y_and_z,basescore_y_given_z,AUC
4,20001337.63699498,19867188.341553774,20504958.373751152,20001324.591553774,19792099.341553774,0.7776655845633429
