model_n_dims,DNML_codelength,AIC_naive,BIC_naive,basescore_y_and_z,basescore_y_given_z,AUC
2,37187549.075756826,37154907.44635982,37473796.70921923,37187536.07917232,37117362.44635982,0.7716221883147685
