model_n_dims,DNML_codelength,AIC_naive,BIC_naive,basescore_y_and_z,basescore_y_given_z,AUC
32,14596412.044540366,13420833.246236958,18522934.04916582,14596398.996236958,12820128.246236958,0.810992405627954
