model_n_dims,DNML_codelength,AIC_naive,BIC_naive,basescore_y_and_z,basescore_y_given_z,AUC
16,14367961.204018839,13728929.413675738,16279984.061900895,14367948.163675738,13428576.413675738,0.8024340718555646
