model_n_dims,DNML_codelength,AIC_naive,BIC_naive,basescore_y_and_z,basescore_y_given_z,AUC
8,15051363.627419032,14731369.27331543,16006900.844188733,15051350.58581543,14581192.27331543,0.7906141422824707
