model_n_dims,DNML_codelength,AIC_naive,BIC_naive,basescore_y_and_z,basescore_y_given_z,AUC
4,910355.0391925864,888621.8630254614,1039971.688976347,910343.9333379614,867652.8630254614,0.7064787547729308
