model_n_dims,DNML_codelength,AIC_naive,BIC_naive,basescore_y_and_z,basescore_y_given_z,AUC
128,1306645.3178001281,1180708.976551551,6023679.655508457,1306633.664051551,509731.97655155096,0.7449189155463348
