model_n_dims,DNML_codelength,AIC_naive,BIC_naive,basescore_y_and_z,basescore_y_given_z,AUC
16,789467.166691111,685213.3456215895,1290590.9960569285,789456.0643715895,601340.3456215895,0.7159669861083129
