model_n_dims,DNML_codelength,AIC_naive,BIC_naive,basescore_y_and_z,basescore_y_given_z,AUC
64,1111031.8911978265,865510.708494696,3286999.656867849,1111020.7709946958,530021.708494696,0.728519371061454
