model_n_dims,DNML_codelength,AIC_naive,BIC_naive,basescore_y_and_z,basescore_y_given_z,AUC
8,746069.665090811,692230.5141718042,994922.9482841743,746058.5610468042,650293.5141718042,0.7120764850083421
