model_n_dims,DNML_codelength,AIC_naive,BIC_naive,basescore_y_and_z,basescore_y_given_z,AUC
2,1878765.7291260706,1874679.6153489905,1950358.1372191338,1878754.704216178,1864194.6153489905,0.6949289412607442
