model_n_dims,DNML_codelength,AIC_naive,BIC_naive,basescore_y_and_z,basescore_y_given_z,AUC
32,901086.5461848414,729287.3028056603,1940035.3858869374,901075.4278056603,561542.3028056603,0.7242671345650912
