model_n_dims,DNML_codelength,AIC_naive,BIC_naive,basescore_y_and_z,basescore_y_given_z,AUC
64,17841473.648477938,15240021.784760643,28124068.08688785,17841460.284760643,13759508.784760643,0.7474217127783856
