model_n_dims,DNML_codelength,AIC_naive,BIC_naive,basescore_y_and_z,basescore_y_given_z,AUC
4,23931802.922603004,23765624.49241338,24570885.54481531,23931789.57053838,23673091.49241338,0.7154591941476752
