model_n_dims,DNML_codelength,AIC_naive,BIC_naive,basescore_y_and_z,basescore_y_given_z,AUC
16,16142854.423234377,15339058.945933143,18560077.048280127,16142841.070933143,14968929.945933143,0.7354122459252399
