model_n_dims,DNML_codelength,AIC_naive,BIC_naive,basescore_y_and_z,basescore_y_given_z,AUC
2,44516045.68548118,44482723.41383451,44885358.2912456,44516032.39820951,44436456.41383451,0.7192943545312621
