model_n_dims,DNML_codelength,AIC_naive,BIC_naive,basescore_y_and_z,basescore_y_given_z,AUC
32,16506140.683482986,15017944.339082934,21459971.841356657,16506127.339082934,14277687.339082934,0.7428782625523946
