model_n_dims,DNML_codelength,AIC_naive,BIC_naive,basescore_y_and_z,basescore_y_given_z,AUC
64,5874160.289201005,4848339.1405116785,11032342.797710808,5874147.8905116785,4079826.140511678,0.8622558493118981
