model_n_dims,DNML_codelength,AIC_naive,BIC_naive,basescore_y_and_z,basescore_y_given_z,AUC
32,5260240.778053887,4650745.679332886,7742751.531289022,5260228.429332886,4266488.679332886,0.8520929979170005
