model_n_dims,DNML_codelength,AIC_naive,BIC_naive,basescore_y_and_z,basescore_y_given_z,AUC
16,5007168.950045604,4670439.580716959,6216446.530051598,5007156.580716959,4478310.580716959,0.8442695472591643
