model_n_dims,DNML_codelength,AIC_naive,BIC_naive,basescore_y_and_z,basescore_y_given_z,AUC
8,5097630.840776688,4926933.128666382,5699940.626690273,5097618.472416382,4830868.128666382,0.8350295679111253
