model_n_dims,DNML_codelength,AIC_naive,BIC_naive,basescore_y_and_z,basescore_y_given_z,AUC
4,6733416.22429614,6661195.797462158,7047703.569830675,6733403.852149658,6613162.797462158,0.8216697430967259
