model_n_dims,DNML_codelength,AIC_naive,BIC_naive,basescore_y_and_z,basescore_y_given_z,AUC
2,12784050.947452066,12768087.302717285,12961345.212258115,12784038.634748535,12744070.302717285,0.806825156224964
